show_id,type_id,title,date_added,release_year,rating_id,duration,description
2545,0,To All the Boys I’ve Loved Before,"August 17, 2018",2018,6,100 min,"When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down."
2546,0,Yoo Byung Jae: Discomfort Zone,"August 17, 2018",2018,8,54 min,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.
2547,0,Bhavesh Joshi Superhero,"August 16, 2018",2018,6,150 min,"When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice."
2548,0,For Here or to Go?,"August 15, 2018",2015,8,105 min,A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.
2549,0,The Guernsey Literary and Potato Peel Pie Society,"August 10, 2018",2018,9,124 min,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.
2550,0,The Package,"August 10, 2018",2018,8,95 min,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again."
2551,0,Zion,"August 10, 2018",2018,9,12 min,"Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short."
2552,0,Perdida,"August 9, 2018",2018,8,104 min,"A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger."
2553,0,2 States,"August 4, 2018",2014,9,143 min,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences."
2554,0,Baaghi,"August 4, 2018",2016,6,127 min,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.
2555,0,Brij Mohan Amar Rahe,"August 4, 2018",2018,8,100 min,Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder.
2556,0,Flavors of Youth: International Version,"August 4, 2018",2018,9,74 min,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China."
2557,0,Like Father,"August 3, 2018",2018,8,104 min,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father."
2558,0,7 Khoon Maaf,"August 2, 2018",2011,8,148 min,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed."
2559,0,Chillar Party,"August 2, 2018",2011,9,127 min,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal."
2560,0,Fashion,"August 2, 2018",2008,8,158 min,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.
2561,0,Fitoor,"August 2, 2018",2016,6,124 min,A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.
2562,0,Fiza,"August 2, 2018",2000,6,163 min,"Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return."
2563,0,Guzaarish,"August 2, 2018",2010,6,121 min,"After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die."
2564,0,Haider,"August 2, 2018",2014,8,154 min,Shahid Kapoor delivers a searing performance in this Bollywood take on Hamlet that unfolds amid Kashmiri culture and history.
2565,0,Highway,"August 2, 2018",2014,6,127 min,"City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated."
2566,0,I Hate Luv Storys,"August 2, 2018",2010,6,128 min,This Bollywood spoof recounts the ups and downs of an assistant film director who loathes romance and a designer who adores all things sentimental.
2567,0,Joker,"August 2, 2018",2012,9,98 min,A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.
2568,0,Main aurr Mrs. Khanna,"August 2, 2018",2009,6,109 min,"A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble."
2569,0,Mohenjo Daro,"August 2, 2018",2016,6,168 min,"A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant."
2570,0,Raajneeti,"August 2, 2018",2010,6,162 min,"When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path."
2571,0,Rang De Basanti,"August 2, 2018",2006,6,159 min,An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.
2572,0,Rowdy Rathore,"August 2, 2018",2012,6,137 min,"A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob."
2573,0,Tamasha,"August 2, 2018",2015,6,133 min,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again."
2574,0,Tere Naal Love Ho Gaya,"August 2, 2018",2012,6,127 min,"Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father."
2575,0,Thank You,"August 2, 2018",2011,6,131 min,Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.
2576,0,The Blue Umbrella,"August 2, 2018",2005,9,90 min,"A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss."
2577,0,Being Napoleon,"August 1, 2018",2018,8,88 min,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon."
2578,0,Invisible,"August 1, 2018",2017,8,87 min,"After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed."
2579,0,Da Kath & Kim Code,"July 28, 2018",2005,9,82 min,"Kath and Kel's union is tested by Michael Bublé, daughter Kim tries pole dancing, pal Sharon finds love online, and a stalker lurks amid Yuletide cheer."
2580,0,Kath & Kimderella,"July 28, 2018",2012,6,86 min,"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await."
2581,0,The Mansion,"July 28, 2018",2017,8,100 min,"A group of students celebrates New Year's at a remote Belgian estate, where their substance-fueled revelry soon descends into a bloodstained nightmare."
2582,0,Coco y Raulito: Carrusel de ternura,"July 27, 2018",2018,8,57 min,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs."
2583,0,Extinction,"July 27, 2018",2018,8,95 min,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants."
2584,0,Parmanu: The Story of Pokhran,"July 25, 2018",2018,9,124 min,"A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist."
2585,0,Iliza Shlesinger: Elder Millennial,"July 24, 2018",2018,8,72 min,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come."
2586,0,The Warning,"July 24, 2018",2018,8,93 min,"After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim."
2587,0,Duck Duck Goose,"July 20, 2018",2018,3,92 min,"As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing."
2588,0,Nothing to Lose,"July 20, 2018",2018,3,133 min,This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.
2589,0,Camarón: The Film,"July 18, 2018",2018,6,105 min,"This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death."
2590,0,GODZILLA City on the Edge of Battle,"July 18, 2018",2018,6,101 min,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
2591,0,Going for Gold,"July 15, 2018",2018,7,88 min,"After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition."
2592,0,How It Ends,"July 13, 2018",2018,8,113 min,"When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée."
2593,0,Jim Jefferies: This Is Me Now,"July 13, 2018",2018,8,71 min,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
2594,0,Romina,"July 13, 2018",2018,8,75 min,A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.
2595,1,Mr. Sunshine,"July 8, 2018",2018,8,1 Season,A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.
2596,0,Luciano Mellera: Infantiloide,"July 6, 2018",2018,6,66 min,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
2597,0,The Legacy of a Whitetail Deer Hunter,"July 6, 2018",2018,6,83 min,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.
